mass_A
t,x,y
1.929591111E1,1.089705212E1,6.387337506E0
1.932923333E1,1.081052335E1,6.384176674E0
1.936255556E1,1.075784036E1,6.366026306E0
1.939587778E1,1.069194767E1,6.349373840E0
1.942920000E1,1.062968582E1,6.343998278E0
1.946252222E1,1.055477509E1,6.343469547E0
1.949584444E1,1.048415028E1,6.328538358E0
1.952927778E1,1.042418818E1,6.333727167E0
1.956261111E1,1.038076669E1,6.316819678E0
1.959594444E1,1.032774991E1,6.306234801E0
1.962927778E1,1.027318349E1,6.303207616E0
1.966261111E1,1.020996811E1,6.298719231E0
1.969594444E1,1.016876227E1,6.280498982E0
1.972927778E1,1.011446562E1,6.270843499E0
1.976261111E1,1.006696684E1,6.260581561E0
1.979594444E1,1.001790240E1,6.260966031E0
1.982927778E1,9.970309023E0,6.257988848E0
1.986261111E1,9.914719257E0,6.258299911E0
1.989594444E1,9.864691209E0,6.249714641E0
1.992917778E1,9.811951815E0,6.253949024E0
1.996252222E1,9.759290268E0,6.245756633E0
1.999586667E1,9.724988613E0,6.233090502E0
2.002921111E1,9.660429151E0,6.220081880E0
2.006255556E1,9.603358978E0,6.217206393E0
2.009590000E1,9.545845436E0,6.215232941E0
2.012914444E1,9.492382655E0,6.211432446E0
2.016238889E1,9.438982649E0,6.186731213E0
2.019578889E1,9.384101321E0,6.177088807E0
2.022918889E1,9.332386622E0,6.172278920E0
2.026244444E1,9.254630780E0,6.171138372E0
2.029570000E1,9.189346728E0,6.168953056E0
2.032910000E1,9.126720216E0,6.159624406E0
2.036250000E1,9.080805129E0,6.152446458E0
2.039577778E1,9.026164734E0,6.130781829E0
2.042905556E1,8.975693692E0,6.130598830E0
2.046233333E1,8.922313243E0,6.124988930E0
2.049574444E1,8.867693799E0,6.121711211E0
2.052915556E1,8.815882454E0,6.118342084E0
2.056241111E1,8.763393786E0,6.108944682E0
2.059566667E1,8.718225288E0,6.115809847E0
2.062906667E1,8.686352790E0,6.107859943E0
2.066246667E1,8.623318788E0,6.095536659E0
2.069571111E1,8.575831380E0,6.092333175E0
2.072895556E1,8.519775956E0,6.087180712E0
2.076236667E1,8.471874082E0,6.087774388E0
2.079577778E1,8.404943213E0,6.069843888E0
2.082901111E1,8.372056044E0,6.059955041E0
2.086224444E1,8.305293446E0,6.046995098E0
2.089568889E1,8.256993115E0,6.045990211E0
2.092903333E1,8.200440142E0,6.042309231E0
2.096237778E1,8.144562604E0,6.035496294E0
2.099572222E1,8.084982772E0,6.027863583E0
2.102906667E1,8.024982497E0,6.023311749E0
2.106241111E1,7.975793198E0,6.010044335E0
2.109563333E1,7.922213554E0,5.999949053E0
2.112896667E1,7.859601858E0,5.994236081E0
2.116230000E1,7.794048762E0,5.997203906E0
2.119563333E1,7.727514189E0,5.996385248E0
2.122896667E1,7.680449402E0,5.974432564E0
2.126230000E1,7.617957460E0,5.961104911E0
2.129563333E1,7.552284018E0,5.955124261E0
2.132896667E1,7.475277044E0,5.956220129E0
2.136230000E1,7.412857478E0,5.943856154E0
2.139563333E1,7.361474678E0,5.925074196E0
2.142896667E1,7.295250475E0,5.912013725E0
2.146230000E1,7.209884911E0,5.911301721E0
2.149563333E1,7.117380493E0,5.907248555E0
2.152896667E1,7.049464828E0,5.886018132E0
2.156220000E1,6.953122961E0,5.871705764E0
2.159543333E1,6.877730428E0,5.863243715E0
2.162885556E1,6.790221729E0,5.863041353E0
2.166217778E1,6.733303467E0,5.834429795E0
2.169550000E1,6.643663590E0,5.826321070E0
2.172882222E1,6.573557397E0,5.821566563E0
2.176214444E1,6.485828081E0,5.817827586E0
2.179546667E1,6.426448369E0,5.786753908E0
2.182878889E1,6.361246756E0,5.779766459E0
2.186211111E1,6.288695519E0,5.780746943E0
2.189543333E1,6.217129542E0,5.773427811E0
2.192875556E1,6.152165991E0,5.758828784E0
2.196207778E1,6.109741124E0,5.752515486E0
2.199540000E1,6.045597958E0,5.735715259E0
2.202872222E1,5.973306834E0,5.735387351E0
2.206204444E1,5.904913779E0,5.730262122E0
2.209547778E1,5.844760684E0,5.718706507E0
2.212875556E1,5.801779228E0,5.706921463E0
2.216203333E1,5.748670175E0,5.695792337E0
2.219531111E1,5.686379122E0,5.690749373E0
2.222876667E1,5.616485369E0,5.691853602E0
2.226206667E1,5.542430585E0,5.688951017E0
2.229536667E1,5.481702128E0,5.671910282E0
2.232866667E1,5.439023293E0,5.667193023E0
2.236207778E1,5.379626252E0,5.647154362E0
2.239536667E1,5.306195285E0,5.642916218E0
2.242865556E1,5.256601920E0,5.639148286E0
2.246194444E1,5.200460037E0,5.641933849E0
2.249535556E1,5.125237627E0,5.634517538E0
2.252876667E1,5.066450129E0,5.639633462E0
2.256198889E1,5.023162294E0,5.612187243E0
2.259535556E1,4.964816540E0,5.604325797E0
2.262872222E1,4.905675266E0,5.599317279E0
2.266197778E1,4.853555105E0,5.598523535E0
2.269523333E1,4.798734967E0,5.592997995E0
2.272870000E1,4.755783613E0,5.580662744E0
2.276201111E1,4.703180708E0,5.562221204E0
2.279532222E1,4.640098343E0,5.557074287E0
2.282863333E1,4.586479245E0,5.555618621E0
2.286194444E1,4.527796597E0,5.546625595E0
2.289525556E1,4.461598308E0,5.557385623E0
2.292856667E1,4.401422950E0,5.553402686E0
2.296187778E1,4.358355150E0,5.534504994E0
2.299518889E1,4.304108812E0,5.522409427E0
2.302850000E1,4.266290575E0,5.517045771E0
2.306181111E1,4.222122305E0,5.511046704E0
2.309526667E1,4.180278370E0,5.514612999E0
2.312854444E1,4.131182545E0,5.512831966E0
2.316182222E1,4.078529100E0,5.509320911E0
2.319510000E1,4.033120800E0,5.491638950E0
2.322854444E1,3.973903774E0,5.475873261E0
2.326183333E1,3.914096294E0,5.471336554E0
2.329512222E1,3.826550123E0,5.472553304E0
2.332841111E1,3.754431032E0,5.452511634E0
2.336182222E1,3.708006901E0,5.435902149E0
2.339523333E1,3.618565471E0,5.429813335E0
2.342878889E1,3.538405012E0,5.422947574E0
2.346180000E1,3.454043393E0,5.419956273E0
2.349512222E1,3.393333977E0,5.395581437E0
2.352844444E1,3.303478623E0,5.387108280E0
2.356176667E1,3.236243474E0,5.381028652E0
2.359508889E1,3.157977004E0,5.383901849E0
2.362841111E1,3.087195993E0,5.367457206E0
2.366173333E1,3.044789325E0,5.357121057E0
2.369505556E1,2.984776515E0,5.340239396E0
2.372837778E1,2.923441816E0,5.337281625E0
2.376170000E1,2.859123247E0,5.325108050E0
2.379502222E1,2.797780494E0,5.341057929E0
2.382834444E1,2.725520212E0,5.329570362E0
2.386166667E1,2.690408300E0,5.311568742E0
2.389517778E1,2.618643744E0,5.296234199E0
2.392838889E1,2.544400340E0,5.300317347E0
2.396172222E1,2.444366170E0,5.279425266E0
2.399505556E1,2.370589279E0,5.293051433E0
2.402838889E1,2.318356277E0,5.268515077E0
2.406172222E1,2.254825260E0,5.252571189E0
2.409505556E1,2.167866374E0,5.255127733E0
2.412838889E1,2.097444495E0,5.246925398E0
2.416172222E1,2.010123033E0,5.250034383E0
2.419505556E1,1.947374676E0,5.246958913E0
2.422838889E1,1.899688440E0,5.217411702E0
2.426172222E1,1.827175561E0,5.209437755E0
2.429495556E1,1.739738871E0,5.207359881E0
2.432831111E1,1.701767015E0,5.183531618E0
2.436166667E1,1.620644711E0,5.165586273E0
2.439502222E1,1.549351141E0,5.165357176E0
2.442827778E1,1.470285147E0,5.161601659E0
2.446153333E1,1.392221051E0,5.163586302E0
2.449491111E1,1.366757403E0,5.125086555E0
2.452828889E1,1.308103785E0,5.123802498E0
2.456156667E1,1.242315968E0,5.124469159E0
2.459497778E1,1.168533502E0,5.118966768E0
2.462822222E1,1.115696221E0,5.115999478E0
2.466146667E1,1.087880316E0,5.121776479E0
2.469487778E1,1.062885785E0,5.114527388E0
2.472828889E1,1.061908719E0,5.117139365E0
2.476153333E1,1.064349058E0,5.121452657E0
2.479477778E1,1.063103704E0,5.123981202E0
2.482818889E1,1.062731205E0,5.123695581E0
2.486160000E1,1.060208102E0,5.123801168E0
2.489483333E1,1.058069927E0,5.122334684E0
